área bounding box,ocorrências,%
2379,171,0.031%
2380,116,0.021%
2384,5,0.0009%
2385,62,0.0112%
2387,13,0.0024%
2388,2,0.0004%
2392,61,0.0111%
2394,147,0.0267%
2397,215,0.039%
2398,13,0.0024%
2400,445,0.0807%
2401,77,0.014%
2403,10,0.0018%
2405,54,0.0098%
2407,6,0.0011%
2408,70,0.0127%
2409,22,0.004%
2412,69,0.0125%
2413,3,0.0005%
2414,31,0.0056%
2415,70,0.0127%
2416,10,0.0018%
2418,92,0.0167%
2419,196,0.0356%
2420,36,0.0065%
2424,10,0.0018%
2425,9,0.0016%
2430,60,0.0109%
2431,3,0.0005%
2432,36,0.0065%
2436,90,0.0163%
2438,43,0.0078%
2440,208,0.0377%
2442,44,0.008%
2444,92,0.0167%
2448,338,0.0613%
2449,25,0.0045%
2450,363,0.0658%
2451,26,0.0047%
2457,41,0.0074%
2460,171,0.031%
2461,11,0.002%
2464,77,0.014%
2465,16,0.0029%
2466,2,0.0004%
2470,33,0.006%
2472,10,0.0018%
2475,63,0.0114%
2478,98,0.0178%
2479,33,0.006%
2480,237,0.043%
2482,35,0.0063%
2484,98,0.0178%
2485,40,0.0073%
2486,10,0.0018%
2489,4,0.0007%
2490,11,0.002%
2491,38,0.0069%
2492,10,0.0018%
2494,25,0.0045%
2496,235,0.0426%
2499,235,0.0426%
2500,215,0.039%
2501,103,0.0187%
2502,5,0.0009%
2507,14,0.0025%
2508,66,0.012%
2511,38,0.0069%
2512,1,0.0002%
2516,64,0.0116%
2520,277,0.0502%
2522,15,0.0027%
2523,6,0.0011%
2525,9,0.0016%
2527,6,0.0011%
2528,30,0.0054%
2530,65,0.0118%
2533,3,0.0005%
2535,16,0.0029%
2537,67,0.0122%
2538,37,0.0067%
2540,1,0.0002%
2541,17,0.0031%
2542,85,0.0154%
2544,67,0.0122%
2546,41,0.0074%
2548,155,0.0281%
2550,340,0.0617%
2552,52,0.0094%
2553,65,0.0118%
2555,39,0.0071%
2556,42,0.0076%
2560,49,0.0089%
2562,111,0.0201%
2565,39,0.0071%
2567,6,0.0011%
2568,7,0.0013%
2573,11,0.002%
2574,41,0.0074%
2575,7,0.0013%
2576,62,0.0112%
2580,87,0.0158%
2581,9,0.0016%
2583,46,0.0083%
2584,41,0.0074%
2585,29,0.0053%
2590,61,0.0111%
2592,101,0.0183%
2595,1,0.0002%
2596,52,0.0094%
2597,53,0.0096%
2599,10,0.0018%
2600,151,0.0274%
2601,232,0.0421%
2603,1,0.0002%
2604,114,0.0207%
2607,19,0.0034%
2610,45,0.0082%
2613,29,0.0053%
2616,22,0.004%
2618,25,0.0045%
2619,4,0.0007%
2620,4,0.0007%
2622,88,0.016%
2623,99,0.018%
2624,37,0.0067%
2625,31,0.0056%
2626,7,0.0013%
2627,35,0.0063%
2628,52,0.0094%
2630,1,0.0002%
2632,38,0.0069%
2635,16,0.0029%
2639,5,0.0009%
2640,206,0.0374%
2641,7,0.0013%
2645,9,0.0016%
2646,85,0.0154%
2650,68,0.0123%
2652,164,0.0297%
2655,53,0.0096%
2656,11,0.002%
2660,67,0.0122%
2662,8,0.0015%
2664,67,0.0122%
2665,14,0.0025%
2666,79,0.0143%
2667,7,0.0013%
2668,31,0.0056%
2669,3,0.0005%
2670,7,0.0013%
2672,1,0.0002%
2673,27,0.0049%
2675,8,0.0015%
2678,13,0.0024%
2679,55,0.01%
2680,41,0.0074%
2682,1,0.0002%
2684,76,0.0138%
2686,13,0.0024%
2688,93,0.0169%
2691,67,0.0122%
2695,61,0.0111%
2697,17,0.0031%
2698,31,0.0056%
2700,190,0.0345%
2701,52,0.0094%
2703,48,0.0087%
2704,45,0.0082%
2706,40,0.0073%
2709,74,0.0134%
2712,14,0.0025%
2714,64,0.0116%
2715,1,0.0002%
2716,8,0.0015%
2717,1,0.0002%
2718,2,0.0004%
2720,54,0.0098%
2725,24,0.0044%
2726,33,0.006%
2727,7,0.0013%
2728,39,0.0071%
2730,114,0.0207%
2736,103,0.0187%
2737,6,0.0011%
2738,41,0.0074%
2739,10,0.0018%
2740,3,0.0005%
2744,40,0.0073%
2745,37,0.0067%
2747,15,0.0027%
2750,69,0.0125%
2751,7,0.0013%
2752,36,0.0065%
2754,49,0.0089%
2755,10,0.0018%
2756,33,0.006%
2759,4,0.0007%
2760,114,0.0207%
2765,16,0.0029%
2768,1,0.0002%
2769,43,0.0078%
2772,105,0.019%
2773,37,0.0067%
2774,46,0.0083%
2775,70,0.0127%
2780,7,0.0013%
2781,8,0.0015%
2782,14,0.0025%
2783,4,0.0007%
2784,46,0.0083%
2786,1,0.0002%
2788,38,0.0069%
2790,34,0.0062%
2793,43,0.0078%
2794,8,0.0015%
2795,14,0.0025%
2800,141,0.0256%
2805,24,0.0044%
2806,43,0.0078%
2808,127,0.023%
2809,13,0.0024%
2812,55,0.01%
2813,8,0.0015%
2814,22,0.004%
2816,47,0.0085%
2820,63,0.0114%
2821,6,0.0011%
2822,12,0.0022%
2825,10,0.0018%
2826,3,0.0005%
2828,8,0.0015%
2829,37,0.0067%
2831,3,0.0005%
2832,50,0.0091%
2834,27,0.0049%
2835,75,0.0136%
2838,30,0.0054%
2839,1,0.0002%
2840,61,0.0111%
2842,35,0.0063%
2844,20,0.0036%
2847,51,0.0093%
2848,6,0.0011%
2849,19,0.0034%
2850,53,0.0096%
2852,46,0.0083%
2856,74,0.0134%
2860,69,0.0125%
2862,15,0.0027%
2867,45,0.0082%
2870,74,0.0134%
2871,15,0.0027%
2875,13,0.0024%
2877,12,0.0022%
2880,163,0.0296%
2881,10,0.0018%
2882,9,0.0016%
2883,6,0.0011%
2884,14,0.0025%
2886,90,0.0163%
2888,37,0.0067%
2889,13,0.0024%
2890,8,0.0015%
2891,31,0.0056%
2898,70,0.0127%
2900,38,0.0069%
2904,49,0.0089%
2905,9,0.0016%
2907,11,0.002%
2910,5,0.0009%
2911,55,0.01%
2912,43,0.0078%
2914,34,0.0062%
2915,9,0.0016%
2916,83,0.0151%
2919,6,0.0011%
2920,24,0.0044%
2921,6,0.0011%
2923,31,0.0056%
2924,17,0.0031%
2925,60,0.0109%
2926,29,0.0053%
2928,58,0.0105%
2929,4,0.0007%
2937,12,0.0022%
2938,11,0.002%
2940,113,0.0205%
2941,1,0.0002%
2943,31,0.0056%
2944,45,0.0082%
2945,14,0.0025%
2948,17,0.0031%
2950,40,0.0073%
2952,81,0.0147%
2954,1,0.0002%
2958,32,0.0058%
2960,74,0.0134%
2961,53,0.0096%
2964,105,0.019%
2967,30,0.0054%
2968,16,0.0029%
2970,54,0.0098%
2975,19,0.0034%
2976,68,0.0123%
2980,4,0.0007%
2982,64,0.0116%
2983,1,0.0002%
2987,17,0.0031%
2988,10,0.0018%
2989,51,0.0093%
2990,30,0.0054%
2992,41,0.0074%
2993,26,0.0047%
2996,12,0.0022%
2997,57,0.0103%
3000,99,0.018%
3002,25,0.0045%
3003,53,0.0096%
3006,2,0.0004%
3007,6,0.0011%
3008,41,0.0074%
3009,38,0.0069%
3010,28,0.0051%
3013,10,0.0018%
3014,6,0.0011%
3015,17,0.0031%
3016,42,0.0076%
3020,1,0.0002%
3021,21,0.0038%
3024,158,0.0287%
3025,16,0.0029%
3026,8,0.0015%
3030,7,0.0013%
3034,110,0.02%
3036,61,0.0111%
3038,48,0.0087%
3040,99,0.018%
3042,41,0.0074%
3043,1,0.0002%
3045,17,0.0031%
3048,6,0.0011%
3050,65,0.0118%
3051,18,0.0033%
3052,9,0.0016%
3053,46,0.0083%
3055,30,0.0054%
3056,1,0.0002%
3058,6,0.0011%
3059,12,0.0022%
3060,80,0.0145%
3066,41,0.0074%
3068,46,0.0083%
3069,12,0.0022%
3071,13,0.0024%
3072,49,0.0089%
3074,27,0.0049%
3075,74,0.0134%
3078,55,0.01%
3080,117,0.0212%
3081,48,0.0087%
3082,25,0.0045%
3087,50,0.0091%
3090,11,0.002%
3094,18,0.0033%
3096,51,0.0093%
3100,65,0.0118%
3102,52,0.0094%
3103,5,0.0009%
3104,6,0.0011%
3105,39,0.0071%
3108,91,0.0165%
3111,57,0.0103%
3114,1,0.0002%
3115,13,0.0024%
3116,98,0.0178%
3120,199,0.0361%
3124,25,0.0045%
3125,11,0.002%
3127,76,0.0138%
3128,56,0.0102%
3129,6,0.0011%
3131,6,0.0011%
3132,76,0.0138%
3135,22,0.004%
3136,92,0.0167%
3139,42,0.0076%
3140,1,0.0002%
3144,13,0.0024%
3145,13,0.0024%
3146,12,0.0022%
3149,34,0.0062%
3150,169,0.0307%
3151,1,0.0002%
3154,16,0.0029%
3157,73,0.0132%
3159,91,0.0165%
3160,39,0.0071%
3161,26,0.0047%
3162,96,0.0174%
3164,37,0.0067%
3168,119,0.0216%
3171,1,0.0002%
3172,45,0.0082%
3174,29,0.0053%
3175,5,0.0009%
3179,3,0.0005%
3180,57,0.0103%
3182,27,0.0049%
3185,48,0.0087%
3186,45,0.0082%
3190,61,0.0111%
3192,96,0.0174%
3193,7,0.0013%
3195,15,0.0027%
3196,17,0.0031%
3197,8,0.0015%
3198,104,0.0189%
3200,137,0.0249%
3201,10,0.0018%
3204,10,0.0018%
3206,1,0.0002%
3210,10,0.0018%
3212,29,0.0053%
3213,33,0.006%
3216,46,0.0083%
3219,43,0.0078%
3220,52,0.0094%
3224,70,0.0127%
3225,80,0.0145%
3230,21,0.0038%
3232,9,0.0016%
3233,62,0.0112%
3234,86,0.0156%
3237,54,0.0098%
3239,47,0.0085%
3240,260,0.0472%
3243,52,0.0094%
3245,30,0.0054%
3248,72,0.0131%
3249,8,0.0015%
3250,56,0.0102%
3255,36,0.0065%
3256,41,0.0074%
3258,1,0.0002%
3260,2,0.0004%
3264,85,0.0154%
3266,20,0.0036%
3267,25,0.0045%
3268,51,0.0093%
3270,19,0.0034%
3275,9,0.0016%
3276,181,0.0328%
3277,13,0.0024%
3278,2,0.0004%
3280,213,0.0386%
3281,1,0.0002%
3283,41,0.0074%
3285,54,0.0098%
3286,64,0.0116%
3288,9,0.0016%
3289,7,0.0013%
3290,31,0.0056%
3293,10,0.0018%
3294,70,0.0127%
3296,6,0.0011%
3297,3,0.0005%
3298,14,0.0025%
3300,166,0.0301%
3302,6,0.0011%
3304,35,0.0063%
3306,37,0.0067%
3311,53,0.0096%
3312,77,0.014%
3315,33,0.006%
3317,6,0.0011%
3318,72,0.0131%
3320,91,0.0165%
3321,211,0.0383%
3322,2,0.0004%
3325,19,0.0034%
3328,70,0.0127%
3330,50,0.0091%
3332,77,0.014%
3333,6,0.0011%
3335,13,0.0024%
3336,6,0.0011%
3337,28,0.0051%
3339,54,0.0098%
3340,2,0.0004%
3341,1,0.0002%
3344,67,0.0122%
3345,1,0.0002%
3348,95,0.0172%
3350,56,0.0102%
3354,86,0.0156%
3355,124,0.0225%
3358,30,0.0054%
3360,305,0.0553%
3362,127,0.023%
3363,42,0.0076%
3364,48,0.0087%
3366,83,0.0151%
3367,11,0.002%
3375,50,0.0091%
3379,21,0.0038%
3380,27,0.0049%
3381,46,0.0083%
3382,16,0.0029%
3384,43,0.0078%
3388,51,0.0093%
3390,11,0.002%
3392,57,0.0103%
3393,22,0.004%
3395,11,0.002%
3397,49,0.0089%
3399,14,0.0025%
3400,82,0.0149%
3402,173,0.0314%
3403,173,0.0314%
3404,40,0.0073%
3406,8,0.0015%
3408,38,0.0069%
3410,82,0.0149%
3416,79,0.0143%
3417,46,0.0083%
3420,87,0.0158%
3422,24,0.0044%
3423,1,0.0002%
3424,6,0.0011%
3425,15,0.0027%
3427,2,0.0004%
3429,9,0.0016%
3430,47,0.0085%
3431,13,0.0024%
3432,139,0.0252%
3434,13,0.0024%
3438,1,0.0002%
3440,49,0.0089%
3441,38,0.0069%
3444,295,0.0535%
3445,44,0.008%
3450,83,0.0151%
3451,5,0.0009%
3454,2,0.0004%
3456,113,0.0205%
3458,20,0.0036%
3460,1,0.0002%
3465,183,0.0332%
3468,81,0.0147%
3471,18,0.0033%
3472,103,0.0187%
3473,6,0.0011%
3474,1,0.0002%
3475,4,0.0007%
3476,51,0.0093%
3477,59,0.0107%
3478,29,0.0053%
3479,44,0.008%
3480,79,0.0143%
3481,5,0.0009%
3483,69,0.0125%
3484,48,0.0087%
3485,30,0.0054%
3486,253,0.0459%
3488,6,0.0011%
3492,7,0.0013%
3496,24,0.0044%
3498,39,0.0071%
3500,66,0.012%
3502,10,0.0018%
3503,11,0.002%
3504,27,0.0049%
3507,4,0.0007%
3509,5,0.0009%
3510,106,0.0192%
3515,2,0.0004%
3519,80,0.0145%
3520,229,0.0415%
3525,36,0.0065%
3526,132,0.0239%
3528,396,0.0718%
3531,10,0.0018%
3534,75,0.0136%
3535,14,0.0025%
3536,71,0.0129%
3537,11,0.002%
3538,46,0.0083%
3540,53,0.0096%
3542,23,0.0042%
3546,1,0.0002%
3549,21,0.0038%
3550,49,0.0089%
3551,18,0.0033%
3552,66,0.012%
3555,31,0.0056%
3556,6,0.0011%
3560,19,0.0034%
3562,3,0.0005%
3564,103,0.0187%
3565,11,0.002%
3567,20,0.0036%
3569,96,0.0174%
3570,183,0.0332%
3572,21,0.0038%
3575,62,0.0112%
3576,7,0.0013%
3577,18,0.0033%
3580,1,0.0002%
3584,82,0.0149%
3586,2,0.0004%
3588,107,0.0194%
3589,7,0.0013%
3591,56,0.0102%
3596,103,0.0187%
3597,20,0.0036%
3598,1,0.0002%
3599,26,0.0047%
3600,220,0.0399%
3604,32,0.0058%
3605,14,0.0025%
3608,59,0.0107%
3610,12,0.0022%
3611,5,0.0009%
3612,208,0.0377%
3614,7,0.0013%
3616,8,0.0015%
3618,25,0.0045%
3619,23,0.0042%
3620,1,0.0002%
3621,29,0.0053%
3624,4,0.0007%
3625,9,0.0016%
3626,39,0.0071%
3627,18,0.0033%
3630,45,0.0082%
3634,30,0.0054%
3636,4,0.0007%
3638,13,0.0024%
3640,121,0.0219%
3645,38,0.0069%
3648,149,0.027%
3649,16,0.0029%
3650,31,0.0056%
3652,45,0.0082%
3654,79,0.0143%
3655,93,0.0169%
3657,50,0.0091%
3658,117,0.0212%
3660,92,0.0167%
3663,31,0.0056%
3666,52,0.0094%
3668,12,0.0022%
3672,61,0.0111%
3674,4,0.0007%
3675,51,0.0093%
3680,58,0.0105%
3683,8,0.0015%
3685,14,0.0025%
3686,15,0.0027%
3689,7,0.0013%
3690,70,0.0127%
3692,26,0.0047%
3696,217,0.0394%
3698,54,0.0098%
3699,4,0.0007%
3700,34,0.0062%
3703,1,0.0002%
3705,136,0.0247%
3706,26,0.0047%
3708,7,0.0013%
3710,27,0.0049%
3712,92,0.0167%
3713,26,0.0047%
3717,70,0.0127%
3718,19,0.0034%
3720,118,0.0214%
3721,39,0.0071%
3723,22,0.004%
3724,45,0.0082%
3725,8,0.0015%
3726,83,0.0151%
3729,16,0.0029%
3731,16,0.0029%
3735,71,0.0129%
3737,8,0.0015%
3738,15,0.0027%
3740,100,0.0181%
3741,49,0.0089%
3743,1,0.0002%
3744,90,0.0163%
3745,10,0.0018%
3750,44,0.008%
3751,3,0.0005%
3752,31,0.0056%
3753,8,0.0015%
3759,1,0.0002%
3760,44,0.008%
3762,73,0.0132%
3763,29,0.0053%
3768,1,0.0002%
3770,121,0.0219%
3772,74,0.0134%
3773,20,0.0036%
3774,47,0.0085%
3775,14,0.0025%
3776,72,0.0131%
3780,168,0.0305%
3782,124,0.0225%
3783,7,0.0013%
3784,89,0.0161%
3792,24,0.0044%
3795,30,0.0054%
3796,30,0.0054%
3799,10,0.0018%
3800,68,0.0123%
3801,2,0.0004%
3807,24,0.0044%
3808,48,0.0087%
3810,5,0.0009%
3811,4,0.0007%
3813,18,0.0033%
3815,14,0.0025%
3816,44,0.008%
3818,54,0.0098%
3819,9,0.0016%
3820,1,0.0002%
3822,71,0.0129%
3825,90,0.0163%
3827,26,0.0047%
3828,106,0.0192%
3834,34,0.0062%
3835,32,0.0058%
3836,6,0.0011%
3838,12,0.0022%
3840,113,0.0205%
3841,5,0.0009%
3842,7,0.0013%
3843,87,0.0158%
3844,18,0.0033%
3848,38,0.0069%
3850,74,0.0134%
3852,4,0.0007%
3854,41,0.0074%
3857,7,0.0013%
3861,38,0.0069%
3864,58,0.0105%
3869,23,0.0042%
3870,77,0.014%
3871,25,0.0045%
3872,35,0.0063%
3874,6,0.0011%
3875,9,0.0016%
3876,95,0.0172%
3880,13,0.0024%
3885,21,0.0038%
3886,56,0.0102%
3887,4,0.0007%
3888,91,0.0165%
3892,12,0.0022%
3894,45,0.0082%
3895,9,0.0016%
3900,102,0.0185%
3901,14,0.0025%
3904,27,0.0049%
3905,22,0.004%
3906,77,0.014%
3910,41,0.0074%
3912,2,0.0004%
3913,12,0.0022%
3914,7,0.0013%
3915,36,0.0065%
3916,17,0.0031%
3920,100,0.0181%
3922,31,0.0056%
3924,8,0.0015%
3925,6,0.0011%
3926,18,0.0033%
3927,40,0.0073%
3930,13,0.0024%
3933,30,0.0054%
3936,45,0.0082%
3937,3,0.0005%
3938,2,0.0004%
3939,10,0.0018%
3940,1,0.0002%
3942,29,0.0053%
3944,56,0.0102%
3948,44,0.008%
3950,32,0.0058%
3952,39,0.0071%
3953,37,0.0067%
3955,10,0.0018%
3956,27,0.0049%
3959,4,0.0007%
3960,135,0.0245%
3965,10,0.0018%
3968,20,0.0036%
3969,53,0.0096%
3973,9,0.0016%
3975,36,0.0065%
3976,37,0.0067%
3977,7,0.0013%
3978,65,0.0118%
3979,3,0.0005%
3984,26,0.0047%
3990,99,0.018%
3993,5,0.0009%
3995,12,0.0022%
3996,53,0.0096%
3999,17,0.0031%
4000,56,0.0102%
4002,40,0.0073%
4004,54,0.0098%
4005,7,0.0013%
4008,1,0.0002%
4011,1,0.0002%
4012,45,0.0082%
4015,27,0.0049%
4017,17,0.0031%
4018,31,0.0056%
4020,20,0.0036%
4023,2,0.0004%
4025,28,0.0051%
4026,19,0.0034%
4028,35,0.0063%
4029,38,0.0069%
4030,36,0.0065%
4031,5,0.0009%
4032,121,0.0219%
4033,8,0.0015%
4040,26,0.0047%
4042,27,0.0049%
4046,6,0.0011%
4047,35,0.0063%
4048,43,0.0078%
4050,105,0.019%
4053,1,0.0002%
4056,50,0.0091%
4059,11,0.002%
4060,58,0.0105%
4061,10,0.0018%
4064,1,0.0002%
4066,12,0.0022%
4067,11,0.002%
4068,16,0.0029%
4070,41,0.0074%
4071,26,0.0047%
4074,13,0.0024%
4075,4,0.0007%
4077,9,0.0016%
4080,113,0.0205%
4081,20,0.0036%
4082,10,0.0018%
4085,14,0.0025%
4087,3,0.0005%
4088,52,0.0094%
4089,14,0.0025%
4092,33,0.006%
4094,10,0.0018%
4095,61,0.0111%
4096,15,0.0027%
4100,46,0.0083%
4104,82,0.0149%
4107,17,0.0031%
4108,34,0.0062%
4110,6,0.0011%
4112,1,0.0002%
4114,13,0.0024%
4116,28,0.0051%
4117,1,0.0002%
4118,30,0.0054%
4120,11,0.002%
4123,9,0.0016%
4125,32,0.0058%
4128,21,0.0038%
4130,39,0.0071%
4131,54,0.0098%
4134,39,0.0071%
4136,25,0.0045%
4137,1,0.0002%
4140,60,0.0109%
4141,21,0.0038%
4142,4,0.0007%
4144,101,0.0183%
4147,11,0.002%
4148,22,0.004%
4150,14,0.0025%
4152,1,0.0002%
4154,9,0.0016%
4158,94,0.0171%
4160,63,0.0114%
4161,36,0.0065%
4163,2,0.0004%
4165,31,0.0056%
4170,4,0.0007%
4171,5,0.0009%
4172,4,0.0007%
4173,7,0.0013%
4175,5,0.0009%
4176,59,0.0107%
4180,57,0.0103%
4181,37,0.0067%
4182,58,0.0105%
4183,7,0.0013%
4185,32,0.0058%
4186,17,0.0031%
4187,33,0.006%
4189,27,0.0049%
4191,2,0.0004%
4192,10,0.0018%
4199,2,0.0004%
4200,125,0.0227%
4205,8,0.0015%
4209,15,0.0027%
4212,126,0.0229%
4214,20,0.0036%
4216,26,0.0047%
4218,97,0.0176%
4221,7,0.0013%
4223,14,0.0025%
4224,50,0.0091%
4225,10,0.0018%
4228,6,0.0011%
4230,26,0.0047%
4232,4,0.0007%
4233,21,0.0038%
4234,51,0.0093%
4235,44,0.008%
4238,5,0.0009%
4239,5,0.0009%
4240,42,0.0076%
4242,21,0.0038%
4246,2,0.0004%
4247,10,0.0018%
4248,31,0.0056%
4250,37,0.0067%
4251,6,0.0011%
4255,24,0.0044%
4256,72,0.0131%
4257,20,0.0036%
4260,49,0.0089%
4263,8,0.0015%
4264,44,0.008%
4266,47,0.0085%
4268,13,0.0024%
4270,36,0.0065%
4272,18,0.0033%
4275,41,0.0074%
4277,29,0.0053%
4278,29,0.0053%
4280,8,0.0015%
4284,80,0.0145%
4288,17,0.0031%
4290,79,0.0143%
4292,83,0.0151%
4293,43,0.0078%
4294,43,0.0078%
4300,52,0.0094%
4301,1,0.0002%
4302,1,0.0002%
4305,28,0.0051%
4307,53,0.0096%
4309,7,0.0013%
4312,80,0.0145%
4313,2,0.0004%
4316,32,0.0058%
4318,6,0.0011%
4320,129,0.0234%
4321,4,0.0007%
4323,8,0.0015%
4324,38,0.0069%
4326,21,0.0038%
4329,19,0.0034%
4331,50,0.0091%
4332,63,0.0114%
4335,36,0.0065%
4340,43,0.0078%
4342,4,0.0007%
4343,28,0.0051%
4344,1,0.0002%
4345,28,0.0051%
4346,46,0.0083%
4347,19,0.0034%
4350,53,0.0096%
4352,29,0.0053%
4355,5,0.0009%
4356,35,0.0063%
4360,6,0.0011%
4361,34,0.0062%
4365,10,0.0018%
4366,106,0.0192%
4368,138,0.025%
4370,40,0.0073%
4371,11,0.002%
4374,45,0.0082%
4375,10,0.0018%
4378,1,0.0002%
4379,3,0.0005%
4380,56,0.0102%
4384,3,0.0005%
4386,53,0.0096%
4387,14,0.0025%
4389,60,0.0109%
4392,63,0.0114%
4394,9,0.0016%
4396,7,0.0013%
4399,28,0.0051%
4400,113,0.0205%
4401,5,0.0009%
4402,31,0.0056%
4403,15,0.0027%
4407,21,0.0038%
4408,40,0.0073%
4410,67,0.0122%
4416,47,0.0085%
4418,22,0.004%
4420,79,0.0143%
4422,12,0.0022%
4424,41,0.0074%
4425,52,0.0094%
4428,61,0.0111%
4429,15,0.0027%
4433,15,0.0027%
4437,34,0.0062%
4439,1,0.0002%
4440,106,0.0192%
4444,24,0.0044%
4445,11,0.002%
4446,47,0.0085%
4448,11,0.002%
4450,43,0.0078%
4452,46,0.0083%
4453,66,0.012%
4454,10,0.0018%
4455,49,0.0089%
4459,22,0.004%
4462,22,0.004%
4464,60,0.0109%
4465,17,0.0031%
4466,45,0.0082%
4469,5,0.0009%
4470,5,0.0009%
4472,43,0.0078%
4473,15,0.0027%
4475,3,0.0005%
4477,11,0.002%
4480,61,0.0111%
4482,42,0.0076%
4484,37,0.0067%
4485,15,0.0027%
4488,93,0.0169%
4489,6,0.0011%
4494,8,0.0015%
4495,9,0.0016%
4498,6,0.0011%
4500,129,0.0234%
4503,32,0.0058%
4505,29,0.0053%
4508,108,0.0196%
4509,4,0.0007%
4510,44,0.008%
4512,36,0.0065%
4514,74,0.0134%
4515,35,0.0063%
4520,26,0.0047%
4521,8,0.0015%
4522,21,0.0038%
4524,77,0.014%
4526,82,0.0149%
4530,3,0.0005%
4531,1,0.0002%
4532,16,0.0029%
4536,125,0.0227%
4539,39,0.0071%
4543,22,0.004%
4544,18,0.0033%
4545,35,0.0063%
4550,44,0.008%
4551,17,0.0031%
4553,7,0.0013%
4554,29,0.0053%
4556,21,0.0038%
4557,45,0.0082%
4558,56,0.0102%
4559,10,0.0018%
4560,126,0.0229%
4563,17,0.0031%
4564,4,0.0007%
4565,33,0.006%
4572,8,0.0015%
4575,58,0.0105%
4576,42,0.0076%
4578,12,0.0022%
4579,1,0.0002%
4582,36,0.0065%
4584,1,0.0002%
4585,10,0.0018%
4587,8,0.0015%
4588,67,0.0122%
4590,183,0.0332%
4592,56,0.0102%
4598,7,0.0013%
4599,67,0.0122%
4600,53,0.0096%
4601,6,0.0011%
4602,45,0.0082%
4606,46,0.0083%
4608,70,0.0127%
4611,53,0.0096%
4615,10,0.0018%
4617,41,0.0074%
4619,4,0.0007%
4620,161,0.0292%
4623,16,0.0029%
4624,11,0.002%
4625,7,0.0013%
4628,67,0.0122%
4633,25,0.0045%
4635,19,0.0034%
4636,55,0.01%
4640,65,0.0118%
4641,107,0.0194%
4644,47,0.0085%
4646,23,0.0042%
4648,27,0.0049%
4650,171,0.031%
4653,18,0.0033%
4654,1,0.0002%
4655,26,0.0047%
4656,6,0.0011%
4658,4,0.0007%
4661,26,0.0047%
4662,78,0.0141%
4664,103,0.0187%
4669,4,0.0007%
4671,5,0.0009%
4672,43,0.0078%
4674,31,0.0056%
4675,25,0.0045%
4676,1,0.0002%
4680,244,0.0443%
4681,11,0.002%
4686,22,0.004%
4687,12,0.0022%
4690,26,0.0047%
4692,198,0.0359%
4693,1,0.0002%
4697,37,0.0067%
4698,164,0.0297%
4699,4,0.0007%
4700,55,0.01%
4704,87,0.0158%
4708,14,0.0025%
4710,4,0.0007%
4712,69,0.0125%
4715,7,0.0013%
4716,13,0.0024%
4717,86,0.0156%
4719,17,0.0031%
4720,67,0.0122%
4725,153,0.0278%
4726,4,0.0007%
4727,5,0.0009%
4728,1,0.0002%
4730,49,0.0089%
4731,36,0.0065%
4732,199,0.0361%
4736,73,0.0132%
4738,21,0.0038%
4740,80,0.0145%
4743,130,0.0236%
4745,18,0.0033%
4746,18,0.0033%
4747,9,0.0016%
4750,50,0.0091%
4752,215,0.039%
4753,11,0.002%
4756,46,0.0083%
4757,10,0.0018%
4758,101,0.0183%
4760,77,0.014%
4761,6,0.0011%
4768,5,0.0009%
4769,1,0.0002%
4770,146,0.0265%
4773,16,0.0029%
4774,65,0.0118%
4779,32,0.0058%
4784,217,0.0394%
4785,89,0.0161%
4788,119,0.0216%
4794,58,0.0105%
4795,5,0.0009%
4796,11,0.002%
4797,16,0.0029%
4800,211,0.0383%
4802,12,0.0022%
4805,7,0.0013%
4806,135,0.0245%
4807,2,0.0004%
4810,70,0.0127%
4814,25,0.0045%
4815,6,0.0011%
4816,63,0.0114%
4818,23,0.0042%
4819,55,0.01%
4823,134,0.0243%
4824,21,0.0038%
4826,6,0.0011%
4828,18,0.0033%
4830,54,0.0098%
4832,11,0.002%
4833,2,0.0004%
4836,235,0.0426%
4838,50,0.0091%
4840,76,0.0138%
4841,17,0.0031%
4843,5,0.0009%
4844,5,0.0009%
4845,34,0.0062%
4847,15,0.0027%
4848,30,0.0054%
4850,4,0.0007%
4851,78,0.0141%
4859,25,0.0045%
4860,208,0.0377%
4862,11,0.002%
4864,99,0.018%
4865,9,0.0016%
4867,7,0.0013%
4872,116,0.021%
4875,51,0.0093%
4876,215,0.039%
4879,10,0.0018%
4880,86,0.0156%
4884,67,0.0122%
4887,2,0.0004%
4888,67,0.0122%
4890,10,0.0018%
4891,16,0.0029%
4895,78,0.0141%
4896,81,0.0147%
4897,26,0.0047%
4898,41,0.0074%
4899,30,0.0054%
4900,56,0.0102%
4901,6,0.0011%
4902,55,0.01%
4905,28,0.0051%
4906,1,0.0002%
4914,241,0.0437%
4917,21,0.0038%
4920,53,0.0096%
4921,8,0.0015%
4922,9,0.0016%
4928,98,0.0178%
4929,172,0.0312%
4930,37,0.0067%
4932,9,0.0016%
4935,26,0.0047%
4940,122,0.0221%
4941,67,0.0122%
4944,23,0.0042%
4945,12,0.0022%
4947,16,0.0029%
4949,18,0.0033%
4950,170,0.0308%
4953,12,0.0022%
4956,47,0.0085%
4958,40,0.0073%
4959,65,0.0118%
4960,64,0.0116%
4961,17,0.0031%
4964,23,0.0042%
4968,227,0.0412%
4970,41,0.0074%
4972,10,0.0018%
4976,1,0.0002%
4977,43,0.0078%
4978,9,0.0016%
