área bounding box,ocorrências,% do total,prop mín,prop max,prop média,,Total bounding boxes
731,31,"0,0056%","0,3953488372","2,5294117647","0,5330303164",,
732,35,"0,0063%","0,1967213115","0,1967213115","0,1967213115",,
735,60,"0,0109%","0,0666666667","1,6666666667","0,5807709751",,
736,46,"0,0083%","0,0869565217","2,875","0,7816635161",,
737,9,"0,0016%","0,1641791045","0,1641791045","0,1641791045",,
738,28,"0,0051%","0,1097560976","2,2777777778","0,5468447542",,
740,48,"0,0087%","0,1351351351","1,85","0,6892736486",,
741,35,"0,0063%","0,2280701754","2,0526315789","0,4578754579",,
742,17,"0,0031%","0,2641509434","0,2641509434","0,2641509434",,
744,32,"0,0058%","0,0860215054","1,2916666667","0,4785366263",,
748,99,"0,0180%","0,1617647059","1,5454545455","0,5939069843",,
749,2,"0,0004%","0,0654205607","0,0654205607","0,0654205607",,
750,39,"0,0071%","0,1333333333","1,2","0,5358974359",,
752,19,"0,0034%","0,085106383","2,9375","0,4636758119",,
754,17,"0,0031%","0,224137931","1,1153846154","0,5138867218",,
756,119,"0,0216%","0,1071428571","1,7142857143","0,4712551687",,
759,63,"0,0114%","0,1594202899","1,4347826087","0,6414245979",,
760,71,"0,0129%","0,0842105263","1,9","0,5615641216",,
765,39,"0,0071%","0,1058823529","0,3777777778","0,3144963968",,
767,23,"0,0042%","0,2203389831","0,2203389831","0,2203389831",,
768,49,"0,0089%","0,1875",3,"0,5238095238",,
770,99,"0,0180%","0,1298701299","1,5909090909","0,527863046",,
774,21,"0,0038%","0,0465116279","2,3888888889","0,405007998",,
775,17,"0,0031%","0,8064516129","1,24","0,8829601518",,
776,1,"0,0002%","0,0824742268","0,0824742268","0,0824742268",,
777,43,"0,0078%","0,0630630631","1,7619047619","0,6947113226",,
779,23,"0,0042%","0,4634146341","2,1578947368","0,5370876821",,
780,92,"0,0167%","0,1282051282","3,4666666667","0,463977146",,
781,8,"0,0015%","0,1549295775","0,1549295775","0,1549295775",,
782,47,"0,0085%","0,3695652174","2,7058823529","0,6794090439",,
783,12,"0,0022%","0,1034482759","1,0740740741","0,8646232439",,
784,39,"0,0071%","0,25","3,0625","0,426510989",,
790,8,"0,0015%","0,1265822785","0,1265822785","0,1265822785",,
792,129,"0,0234%","0,0808080808","2,4444444444","0,6587874873",,
793,29,"0,0053%","0,2131147541","0,2131147541","0,2131147541",,
795,25,"0,0045%","0,2830188679","0,2830188679","0,2830188679",,
798,76,"0,0138%","0,0614035088","2,2105263158","0,5573638042",,
799,30,"0,0054%","0,3617021277","0,3617021277","0,3617021277",,
800,74,"0,0134%","0,125","3,125","0,4691385135",,
803,15,"0,0027%","0,1506849315","0,1506849315","0,1506849315",,
804,6,"0,0011%","0,1791044776","0,1791044776","0,1791044776",,
805,46,"0,0083%","0,0608695652","1,5217391304","0,7193626789",,
806,23,"0,0042%","0,2096774194","1,1923076923","0,4592189017",,
808,1,"0,0002%","0,0792079208","0,0792079208","0,0792079208",,
810,68,"0,0123%","0,1","3,6","0,5706971678",,
812,31,"0,0056%","0,2413793103","1,0357142857","0,6633958366",,
814,49,"0,0089%","0,1486486486","1,6818181818","0,6509301509",,
816,79,"0,0143%","0,0784313725","1,4166666667","0,52271035",,
817,29,"0,0053%","0,4418604651","2,2631578947","0,5674671844",,
819,54,"0,0098%","0,0598290598","4,8461538462","0,6437389771",,
820,38,"0,0069%","0,1219512195","8,2","0,6355905006",,
824,1,"0,0002%","0,0776699029","0,0776699029","0,0776699029",,
825,42,"0,0076%","0,1466666667","1,32","0,544011544",,
826,26,"0,0047%","0,2372881356","0,2372881356","0,2372881356",,
828,86,"0,0156%","0,097826087","5,75","0,6706268959",,
830,2,"0,0004%","0,1204819277","0,1204819277","0,1204819277",,
832,50,"0,0091%","0,0769230769","4,9230769231","0,5756009615",,
833,19,"0,0034%","0,0588235294","2,8823529412","0,465217666",,
836,64,"0,0116%","0,1447368421","2,3157894737","0,7667837919",,
837,10,"0,0018%","0,0967741935","1,1481481481","0,8212664277",,
840,153,"0,0278%","0,119047619","8,4","0,6263927793",,
841,5,"0,0009%",1,1,1,,
845,15,"0,0027%","0,2",5,"0,52",,
846,21,"0,0038%","0,0957446809","2,6111111111","0,646572104",,
847,5,"0,0009%","0,1428571429","0,1428571429","0,1428571429",,
848,29,"0,0053%","0,0754716981","0,3018867925","0,2628497072",,
850,29,"0,0053%","0,1176470588","8,5","0,9239350913",,
851,49,"0,0089%","0,6216216216","1,6086956522","0,7626321974",,
852,5,"0,0009%","0,1690140845","5,9166666667","1,3185446009",,
854,36,"0,0065%","0,0573770492","0,2295081967","0,224726776",,
855,35,"0,0063%","0,2631578947","2,3684210526","0,4323809524",,
856,1,"0,0002%","0,0747663551","0,0747663551","0,0747663551",,
858,77,"0,0140%","0,141025641","5,0769230769","0,6567523386",,
860,22,"0,0040%","0,4651162791","0,4651162791","0,4651162791",,
861,19,"0,0034%","0,512195122","1,9523809524","0,5879943762",,
864,119,"0,0216%","0,0740740741","3,375","0,6697595705",,
867,17,"0,0031%","0,3333333333","0,3333333333","0,3333333333",,
868,33,"0,0060%","0,0564516129","1,1071428571","0,452660243",,
869,11,"0,0020%","0,1392405063","0,1392405063","0,1392405063",,
870,20,"0,0036%","0,1149425287","8,7","1,0659195402",,
871,10,"0,0018%","0,1940298507","5,1538461538","0,6900114811",,
874,60,"0,0109%","0,4130434783","2,4210526316","0,7284897025",,
875,34,"0,0062%","0,7142857143","1,4","0,7344537815",,
876,7,"0,0013%","0,1643835616","0,1643835616","0,1643835616",,
880,110,"0,0200%","0,1136363636","2,2","0,4693285124",,
882,48,"0,0087%","0,2222222222","2,7222222222","0,5166761149",,
884,68,"0,0123%","0,1911764706","5,2307692308","0,9863920681",,
885,24,"0,0044%","0,2542372881","0,2542372881","0,2542372881",,
888,55,"0,0100%","0,1621621622","1,5416666667","0,6310810811",,
890,1,"0,0002%","0,1123595506","0,1123595506","0,1123595506",,
891,32,"0,0058%","0,1358024691","1,2222222222","0,4043209877",,
893,24,"0,0044%","0,4042553191","2,4736842105","0,5767077268",,
896,44,"0,0080%","0,0546875","1,1428571429","0,4277851055",,
897,51,"0,0093%","0,1884057971","1,6956521739","0,641331672",,
899,9,"0,0016%","0,935483871","1,0689655172","0,9799777531",,
900,101,"0,0183%","0,1111111111",4,"0,4810451045",,
901,19,"0,0034%","0,320754717","3,1176470588","0,9095741574",,
902,25,"0,0045%","0,1341463415","1,8636363636","0,4817738359",,
903,15,"0,0027%","0,488372093","0,488372093","0,488372093",,
904,2,"0,0004%","0,0707964602","0,0707964602","0,0707964602",,
909,1,"0,0002%","0,0891089109","0,0891089109","0,0891089109",,
910,50,"0,0091%","0,1098901099","1,3461538462","0,5247472527",,
912,103,"0,0187%","0,1578947368","1,5833333333","0,5777763584",,
913,4,"0,0007%","0,1325301205","0,1325301205","0,1325301205",,
915,28,"0,0051%","0,2459016393","0,2459016393","0,2459016393",,
918,47,"0,0085%","0,0882352941","3,1764705882","0,7169146618",,
920,70,"0,0127%","0,4347826087","2,3","0,6852173913",,
923,13,"0,0024%","0,1830985915","5,4615384615","0,5891324277",,
924,80,"0,0145%","0,053030303","1,9090909091","0,4430194805",,
925,38,"0,0069%","0,6756756757","1,48","0,760341394",,
927,1,"0,0002%","0,0873786408","0,0873786408","0,0873786408",,
928,16,"0,0029%","0,0689655172","1,1034482759","0,5239762931",,
930,23,"0,0042%","0,0387096774","1,0333333333","0,3130902291",,
931,17,"0,0031%","0,387755102","2,5789473684","0,7744360902",,
935,19,"0,0034%","0,1294117647","3,2352941176","0,7616661976",,
936,87,"0,0158%","0,0865384615","2,8888888889","0,6865237253",,
938,12,"0,0022%","0,2089552239","0,2089552239","0,2089552239",,
940,31,"0,0056%","0,1063829787","2,35","0,5393960192",,
943,32,"0,0058%","0,5609756098","1,7826086957","0,6373276776",,
944,11,"0,0020%","0,2711864407","0,2711864407","0,2711864407",,
945,92,"0,0167%","0,2380952381","2,1428571429","0,5757994019",,
946,17,"0,0031%","0,1279069767","0,511627907","0,4664842681",,
948,8,"0,0015%","0,1518987342","0,1518987342","0,1518987342",,
949,12,"0,0022%","0,1780821918","0,1780821918","0,1780821918",,
950,65,"0,0118%","0,1052631579","2,6315789474","0,7127449393",,
952,59,"0,0107%","0,0672268908","3,2941176471","0,512142145",,
954,11,"0,0020%","0,3396226415","2,9444444444","0,5764246236",,
957,13,"0,0024%","0,1264367816","0,8787878788","0,7630415561",,
960,113,"0,0205%","0,0375","6,6666666667","0,6662149705",,
961,3,"0,0005%",1,1,1,,
962,42,"0,0076%","0,1756756757","1,4230769231","0,5818235818",,
963,1,"0,0002%","0,0841121495","0,0841121495","0,0841121495",,
966,69,"0,0125%","0,2028985507","2,1904761905","0,5423080385",,
968,20,"0,0036%","0,125",8,"0,85625",,
969,37,"0,0067%","0,298245614","3,3529411765","0,9368532619",,
970,2,"0,0004%","0,1030927835","0,1030927835","0,1030927835",,
972,58,"0,0105%","0,0833333333","6,75","0,4802043423",,
975,88,"0,0160%","0,1733333333","1,56","0,5524475524",,
976,24,"0,0044%","0,0655737705","3,8125","0,3938268443",,
979,3,"0,0005%","0,1235955056","8,0909090909","2,7793667007",,
980,55,"0,0100%","0,05","2,45","0,5662894249",,
984,37,"0,0067%","0,1463414634","6,8333333333","1,0775928367",,
986,23,"0,0042%","0,2931034483","3,4117647059","0,8320398624",,
987,32,"0,0058%","0,4468085106","2,2380952381","0,6147416413",,
988,76,"0,0138%","0,1710526316","2,7368421053","0,5663488174",,
989,20,"0,0036%","0,5348837209","1,8695652174","0,8018200202",,
990,95,"0,0172%","0,0818181818","2,0454545455","0,4813928761",,
992,53,"0,0096%","0,2580645161","0,96875","0,2982919963",,
994,21,"0,0038%","0,0492957746","0,1971830986","0,1901408451",,
996,16,"0,0029%","0,1445783133","6,9166666667","0,5678338353",,
999,28,"0,0051%","0,7297297297","1,3703703704","0,8212498212",,
1000,73,"0,0132%","0,1","2,5","0,9198630137",,
1001,22,"0,0040%","0,1208791209","8,2727272727","0,5284715285",,
1003,14,"0,0025%","0,2881355932","3,4705882353","0,9700897308",,
1005,11,"0,0020%","0,223880597","0,223880597","0,223880597",,
1007,18,"0,0033%","0,358490566","2,7894736842","0,6285998014",,
1008,116,"0,0210%","0,1428571429","2,2857142857","0,5402469896",,
1012,45,"0,0082%","0,1195652174","1,9130434783","0,5658102767",,
1014,52,"0,0094%","0,1666666667","1,5","0,6153846154",,
1015,22,"0,0040%","0,8285714286","1,2068965517","0,8801612181",,
1017,1,"0,0002%","0,0796460177","0,0796460177","0,0796460177",,
1020,78,"0,0141%","0,0980392157","7,0833333333","0,7019105078",,
1022,19,"0,0034%","0,1917808219","0,1917808219","0,1917808219",,
1023,13,"0,0024%","0,1182795699","1,064516129","0,7444920671",,
1024,33,"0,0060%","0,0625",4,"0,4034090909",,
1025,28,"0,0051%","0,6097560976","1,64","0,9409059233",,
1026,57,"0,0103%","0,3157894737","2,8421052632","0,6464040218",,
1027,23,"0,0042%","0,164556962","0,164556962","0,164556962",,
1029,22,"0,0040%","0,4285714286","2,3333333333","0,6017316017",,
1030,1,"0,0002%","0,0970873786","0,0970873786","0,0970873786",,
1032,56,"0,0102%","0,0620155039","1,7916666667","0,6721864618",,
1034,26,"0,0047%","0,1170212766","0,4680851064","0,4410801964",,
1035,47,"0,0085%","0,0782608696","1,9565217391","0,5191694933",,
1036,32,"0,0058%","0,1891891892","1,3214285714","0,5260919402",,
1037,31,"0,0056%","0,2786885246","3,5882352941","0,7057268174",,
1040,109,"0,0198%","0,0615384615","2,6","0,4469389555",,
1044,30,"0,0054%","0,1379310345","7,25","0,8475734355",,
1045,20,"0,0036%","0,1157894737","2,8947368421","0,4499521531",,
1050,82,"0,0149%","0,0952380952","2,380952381","0,5643205575",,
1053,42,"0,0076%","0,1604938272","1,4444444444","0,5792520237",,
1054,50,"0,0091%","0,2741935484","3,6470588235","0,655085389",,
1056,90,"0,0163%","0,0606060606","2,1818181818","0,4876999158",,
1058,18,"0,0033%","0,5",2,"0,5833333333",,
1060,16,"0,0029%","0,3773584906","2,65","0,5193985849",,
1062,37,"0,0067%","0,0762711864","3,2777777778","0,4534025551",,
1064,71,"0,0129%","0,0601503759","2,9473684211","0,5127872498",,
1065,20,"0,0036%","0,2112676056","0,2112676056","0,2112676056",,
1066,33,"0,0060%","0,1585365854","1,5769230769","0,66220365",,
1067,1,"0,0002%","0,1134020619","0,1134020619","0,1134020619",,
1068,1,"0,0002%","0,1348314607","0,1348314607","0,1348314607",,
1071,38,"0,0069%","0,0756302521","3,7058823529","0,6421445771",,
1072,11,"0,0020%","0,0597014925","4,1875","0,5814959294",,
1073,22,"0,0040%","0,7837837838","0,7837837838","0,7837837838",,
1075,42,"0,0076%","0,5813953488","1,72","0,7440531561",,
1078,30,"0,0054%","0,112244898","2,2272727273","0,4998144712",,
1079,15,"0,0027%","0,156626506","6,3846153846","1,4022242817",,
1080,161,"0,0292%","0,0592592593","7,5","0,6819990798",,
1081,46,"0,0083%","0,4893617021","0,4893617021","0,4893617021",,
1083,23,"0,0042%","0,3333333333",3,"0,4492753623",,
1085,14,"0,0025%","0,8857142857","0,8857142857","0,8857142857",,
1088,47,"0,0085%","0,2352941176","3,7647058824","0,5908753129",,
1089,14,"0,0025%","0,1111111111",1,"0,873015873",,
1090,2,"0,0004%","0,0917431193","0,0917431193","0,0917431193",,
1092,129,"0,0234%","0,1318681319","6,4615384615","0,7686202686",,
1095,14,"0,0025%","0,2054794521","0,2054794521","0,2054794521",,
1096,1,"0,0002%","0,0583941606","0,0583941606","0,0583941606",,
1098,21,"0,0038%","0,2950819672","3,3888888889","0,4424061063",,
1100,100,"0,0181%","0,0909090909","2,75","0,7871545455",,
1102,44,"0,0080%","0,3275862069","3,0526315789","0,7608686685",,
1104,80,"0,0145%","0,1304347826","7,6666666667","0,6360507246",,
1105,27,"0,0049%","0,1529411765","6,5384615385","1,6676721971",,
1106,8,"0,0015%","0,1772151899","0,1772151899","0,1772151899",,
1107,28,"0,0051%","0,6585365854","1,5185185185","0,7813911472",,
1110,34,"0,0062%","0,0900900901","0,8108108108","0,5571012189",,
1111,2,"0,0004%","0,1089108911","0,1089108911","0,1089108911",,
1113,16,"0,0029%","0,3962264151","0,3962264151","0,3962264151",,
1116,51,"0,0093%","0,1290322581","1,1612903226","0,4860320472",,
1118,58,"0,0105%","0,6046511628","6,6153846154","1,2724384677",,
1120,117,"0,0212%","0,0892857143","2,8","0,6912545788",,
1121,25,"0,0045%","0,3220338983","0,3220338983","0,3220338983",,
1122,76,"0,0138%","0,1078431373","3,8823529412","0,6890303968",,
1125,69,"0,0125%","0,072","1,8","0,5614299517",,
1127,27,"0,0049%","0,4693877551","2,1304347826","0,5309080154",,
1128,59,"0,0107%","0,1276595745","7,8333333333","0,7134270946",,
1130,1,"0,0002%","0,0884955752","0,0884955752","0,0884955752",,
1131,26,"0,0047%","0,1494252874","6,6923076923","0,8809766714",,
1133,2,"0,0004%","0,1067961165","0,1067961165","0,1067961165",,
1134,108,"0,0196%","0,1728395062","2,5714285714","0,5040580704",,
1136,11,"0,0020%","0,2253521127","4,4375","0,6082746479",,
1139,11,"0,0020%","0,2537313433","3,9411764706","0,9241759119",,
1140,84,"0,0152%","0,0877192982","7,9166666667","0,6344611529",,
1141,1,"0,0002%","0,0429447853","0,0429447853","0,0429447853",,
1144,92,"0,0167%","0,0559440559","6,7692307692","0,7362800243",,
1147,30,"0,0054%","0,8378378378","1,1935483871","0,8615518745",,
1148,47,"0,0085%","0,1707317073","1,4642857143","0,7063903922",,
1150,88,"0,0160%","0,46","2,1739130435","0,6380731225",,
1152,60,"0,0109%","0,0703125",8,"0,693822338",,
1155,69,"0,0125%","0,1047619048","2,619047619","0,6910973085",,
1156,27,"0,0049%","0,25",4,"1,0277777778",,
1157,8,"0,0015%","0,1460674157","0,1460674157","0,1460674157",,
1159,28,"0,0051%","0,3114754098","3,2105263158","0,4150129422",,
1160,78,"0,0141%","0,0551724138","2,9","0,6190981432",,
1161,32,"0,0058%","0,0697674419","1,5925925926","0,8817829457",,
1162,4,"0,0007%","0,1686746988","5,9285714286","1,6086488812",,
1164,1,"0,0002%","8,0833333333","8,0833333333","8,0833333333",,
1166,15,"0,0027%","0,1037735849","2,4090909091","0,5272727273",,
1168,17,"0,0031%","0,2191780822","0,2191780822","0,2191780822",,
1170,137,"0,0249%","0,0692307692","6,9230769231","0,5095077672",,
1173,36,"0,0065%","0,2463768116","4,0588235294","0,6038647343",,
1175,53,"0,0096%","0,5319148936","1,88","0,6082215978",,
1176,75,"0,0136%","0,0544217687","8,1666666667","0,6605895692",,
1177,1,"0,0002%","0,1028037383","0,1028037383","0,1028037383",,
1178,52,"0,0094%","0,3064516129","3,2631578947","0,6710199817",,
1180,28,"0,0051%","0,3389830508","2,95","0,6187348668",,
1183,8,"0,0015%","0,1428571429",7,"1,8571428571",,
1184,47,"0,0085%","0,2162162162","4,625","0,8482604945",,
1185,9,"0,0016%","0,1898734177","0,1898734177","0,1898734177",,
1188,102,"0,0185%","0,0681818182","8,25","0,816597346",,
1189,41,"0,0074%","0,7073170732","1,4137931034","0,7417793186",,
1190,65,"0,0118%","0,0840336134","6,0714285714","0,9378797673",,
1196,63,"0,0114%","0,1413043478","7,0769230769","0,832974996",,
1197,72,"0,0131%","0,3015873016","3,3157894737","0,4606887589",,
1199,2,"0,0004%","0,1009174312","0,1009174312","0,1009174312",,
1200,166,"0,0301%","0,0833333333","8,3333333333","0,6241064257",,
1204,32,"0,0058%","0,1627906977","1,5357142857","0,6177585133",,
1206,21,"0,0038%","0,0671641791","0,2686567164","0,2590618337",,
1207,13,"0,0024%","0,2394366197","0,2394366197","0,2394366197",,
1208,2,"0,0004%","0,0529801325","0,0529801325","0,0529801325",,
1209,40,"0,0073%","0,1397849462","7,1538461538","1,5917287014",,
1210,22,"0,0040%","0,1","2,5","0,6590909091",,
1212,2,"0,0004%","0,1188118812","0,1188118812","0,1188118812",,
1215,58,"0,0105%","0,0666666667","1,6666666667","0,8380587484",,
1216,60,"0,0109%","0,0526315789","4,75","0,5779194079",,
1218,61,"0,0111%","0,1609195402","6,2142857143","0,7587552828",,
1219,18,"0,0033%","0,4339622642","2,3043478261","0,9535138091",,
1220,37,"0,0067%","0,0819672131","3,05","0,388147984",,
1221,50,"0,0091%","0,0990990991","1,1212121212","0,9360524161",,
1222,56,"0,0102%","0,1382978723","7,2307692308","0,874050152",,
1224,80,"0,0145%","0,0294117647","2,125","0,5841707516",,
1225,42,"0,0076%","0,5102040816","1,96","0,8941107872",,
1230,27,"0,0049%","0,081300813","1,3666666667","0,6765432099",,
1232,61,"0,0111%","0,0982142857","4,8125","0,6063444752",,
1233,1,"0,0002%","0,0656934307","0,0656934307","0,0656934307",,
1235,33,"0,0060%","0,1368421053","7,3076923077","0,7846153846",,
1239,23,"0,0042%","0,3559322034","2,8095238095","1,2093553707",,
1240,59,"0,0107%","0,0516129032","0,775","0,5863723346",,
1241,7,"0,0013%","0,2328767123","0,2328767123","0,2328767123",,
1242,94,"0,0171%","0,0652173913","3,8333333333","0,8170161373",,
1245,6,"0,0011%","0,1807228916","0,1807228916","0,1807228916",,
1246,10,"0,0018%","0,1573033708","6,3571428571","0,7772873194",,
1247,24,"0,0044%","0,6744186047","1,4827586207","0,8428227747",,
1248,164,"0,0297%","0,0512820513","7,3846153846","0,6098049562",,
1250,16,"0,0029%","0,5",2,"0,59375",,
1251,1,"0,0002%","0,0647482014","0,0647482014","0,0647482014",,
1254,105,"0,0190%","0,0964912281","3,4736842105","0,6609098504",,
1258,86,"0,0156%","0,2297297297","1,0882352941","0,8632657966",,
1260,225,"0,0408%","0,0793650794","2,8571428571","0,6764726631",,
1261,3,"0,0005%","0,1340206186","7,4615384615","2,5765265662",,
1264,9,"0,0016%","0,2025316456","4,9375","0,7286392405",,
1265,18,"0,0033%","0,4181818182","2,3913043478","1,404743083",,
1269,55,"0,0100%","0,0638297872","1,7407407407","0,7348234114",,
1270,1,"0,0002%","0,0787401575","0,0787401575","0,0787401575",,
1271,22,"0,0040%","0,756097561","1,3225806452","0,8333452543",,
1272,16,"0,0029%","0,1132075472","2,2083333333","0,6510416667",,
1273,20,"0,0036%","0,2835820896","3,5263157895","0,6078554595",,
1274,95,"0,0172%","0,1326530612","6,5","1,6073452863",,
1275,31,"0,0056%","0,1764705882","2,04","0,4124731183",,
1276,42,"0,0076%","0,0948275862","2,6363636364","0,7491603224",,
1278,18,"0,0033%","0,2535211268","3,9444444444","0,4585724222",,
1280,71,"0,0129%","0,05",5,"0,6783890845",,
1281,32,"0,0058%","0,3442622951","2,9047619048","0,8243559719",,
1284,4,"0,0007%","0,1121495327","0,1121495327","0,1121495327",,
1287,60,"0,0109%","0,094017094","1,1818181818","0,8007770008",,
1288,65,"0,0118%","0,152173913","6,5714285714","1,7789178213",,
1290,33,"0,0060%","0,0775193798","1,4333333333","0,6218933521",,
1292,133,"0,0241%","0,2236842105","3,5789473684","0,7712528225",,
1295,40,"0,0073%","0,9459459459","1,0571428571","0,9932046332",,
